ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10140,93,324.43,4,30171.99,2023-03-03,86,Disputed,Trains,402.58,S243-9954,Customer_1001,+24-655-1962,8585 Main Street,New York,19742,USA,LastName_1566,FirstName_14,Medium
10141,18,422.85,2,7611.3,2018-10-06,362,Cancelled,Motorcycles,502.13,S566-7114,Customer_124,+80-753-8916,7994 Main Street,New York,10866,Netherlands,LastName_1130,FirstName_843,Small
10142,3,269.41,3,808.23,2024-01-04,146,Shipped,Planes,383.98,S790-8054,Customer_1652,+23-209-2578,8592 Main Street,London,41584,Germany,LastName_1270,FirstName_1079,Medium
10143,46,140.99,4,6485.54,2018-11-20,191,In Process,Vintage Cars,186.95,S813-4700,Customer_615,+88-947-2320,520 Main Street,Toronto,63120,Italy,LastName_773,FirstName_1132,Medium
10144,8,322.01,2,2576.08,2018-12-05,255,In Process,Ships,455.24,S679-2562,Customer_1833,+68-143-4764,3464 Main Street,Tokyo,72324,France,LastName_96,FirstName_1893,Small
10145,88,463.54,5,40791.52,2024-04-27,336,Shipped,Classic Cars,682.1,S422-1256,Customer_1970,+27-701-3362,6526 Main Street,Toronto,49226,UK,LastName_1155,FirstName_493,Large
10146,50,341.75,5,17087.5,2021-09-20,196,Disputed,Classic Cars,483.99,S805-2284,Customer_1026,+96-454-1879,1601 Main Street,Rome,40427,Canada,LastName_698,FirstName_1240,Large
10147,77,204.38,3,15737.26,2018-05-02,324,On Hold,Trains,305.96,S602-4737,Customer_729,+71-484-8075,3044 Main Street,Tokyo,96595,Italy,LastName_176,FirstName_1582,Large
10148,38,401.05,1,15239.9,2018-12-03,137,Cancelled,Vintage Cars,555.32,S749-3527,Customer_1515,+50-424-6909,1746 Main Street,Toronto,10680,France,LastName_911,FirstName_738,Medium
10149,14,74.93,2,1049.02,2022-11-01,229,Resolved,Planes,97.78,S205-1430,Customer_184,+46-667-2524,9781 Main Street,Tokyo,52523,Italy,LastName_26,FirstName_598,Medium
10150,50,391.79,5,19589.5,2020-09-21,292,Resolved,Classic Cars,538.37,S273-3274,Customer_551,+39-374-9079,2391 Main Street,Toronto,31916,Italy,LastName_566,FirstName_863,Medium
10151,62,393.51,3,24397.62,2020-10-27,126,Disputed,Ships,510.9,S731-4203,Customer_938,+14-238-5991,111 Main Street,Rome,53544,Japan,LastName_779,FirstName_1647,Medium
10152,57,174.02,5,9919.14,2019-07-12,153,On Hold,Planes,257.36,S305-8848,Customer_644,+23-507-6228,4776 Main Street,Madrid,85481,Germany,LastName_668,FirstName_771,Medium
10153,51,188.86,5,9631.86,2020-03-29,303,Resolved,Classic Cars,259.25,S663-1440,Customer_1952,+94-572-4434,7184 Main Street,Paris,19064,Italy,LastName_1379,FirstName_1023,Small
10154,82,158.39,3,12987.98,2025-05-21,78,Disputed,Vintage Cars,224.22,S175-8357,Customer_1225,+62-696-7566,8756 Main Street,Amsterdam,64827,Netherlands,LastName_76,FirstName_1620,Medium
10155,90,448.8,5,40392.0,2024-08-29,326,Shipped,Motorcycles,631.72,S773-6816,Customer_341,+83-727-1725,9228 Main Street,Rome,53463,Italy,LastName_217,FirstName_22,Small
10156,34,118.78,5,4038.52,2024-04-04,297,Disputed,Planes,141.16,S483-7408,Customer_949,+99-795-9199,2470 Main Street,Sydney,13219,Spain,LastName_215,FirstName_606,Medium
10157,11,66.87,2,735.57,2021-11-27,159,On Hold,Vintage Cars,94.53,S633-8912,Customer_714,+61-199-8178,7413 Main Street,Sydney,18804,France,LastName_92,FirstName_1660,Large
10158,15,21.07,3,316.05,2025-04-08,55,Disputed,Trains,24.56,S858-4996,Customer_1057,+23-665-3623,5423 Main Street,Amsterdam,65885,Spain,LastName_475,FirstName_1634,Medium
10159,81,100.38,4,8130.78,2022-06-09,14,Disputed,Planes,145.88,S560-8037,Customer_797,+1-821-4519,3372 Main Street,Paris,18200,Japan,LastName_209,FirstName_1638,Large
10160,24,189.24,2,4541.76,2023-02-18,58,On Hold,Ships,273.46,S640-6134,Customer_1223,+50-725-7431,9618 Main Street,Toronto,55603,Australia,LastName_1732,FirstName_938,Large
10161,23,408.73,3,9400.79,2024-11-21,302,Shipped,Ships,471.5,S220-4908,Customer_626,+15-287-7116,2317 Main Street,Amsterdam,60916,Italy,LastName_1222,FirstName_283,Large
10162,50,217.29,4,10864.5,2025-02-16,275,Disputed,Ships,319.91,S277-3733,Customer_1003,+37-243-4065,5155 Main Street,Madrid,91187,USA,LastName_1773,FirstName_736,Small
10163,63,76.9,4,4844.7,2024-04-19,258,Disputed,Vintage Cars,97.17,S603-7809,Customer_1455,+57-600-3740,1355 Main Street,Tokyo,14044,Germany,LastName_599,FirstName_67,Medium
10164,29,273.43,2,7929.47,2023-02-17,289,Disputed,Trains,384.54,S662-9369,Customer_232,+74-216-5389,8899 Main Street,Sydney,81046,USA,LastName_1557,FirstName_1473,Medium
10165,70,117.09,4,8196.3,2019-02-24,334,Cancelled,Trucks and Buses,169.77,S133-8368,Customer_539,+45-982-2425,7194 Main Street,Toronto,41056,Germany,LastName_1661,FirstName_1511,Large
10166,89,181.81,5,16181.09,2025-02-04,219,Cancelled,Planes,210.12,S311-4390,Customer_1650,+8-683-6747,8721 Main Street,Paris,88231,Netherlands,LastName_345,FirstName_663,Large
10167,38,151.77,3,5767.26,2023-10-09,347,Shipped,Classic Cars,225.39,S904-7743,Customer_1882,+8-383-3078,2175 Main Street,Berlin,29168,Australia,LastName_1697,FirstName_507,Large
10168,51,249.83,5,12741.33,2025-02-03,137,Disputed,Vintage Cars,312.3,S177-2525,Customer_826,+66-867-5558,6047 Main Street,Madrid,73968,Australia,LastName_1192,FirstName_6,Large
10169,12,368.16,4,4417.92,2025-02-13,340,Disputed,Trucks and Buses,530.17,S914-9756,Customer_815,+28-539-4470,8106 Main Street,Paris,52318,France,LastName_692,FirstName_1121,Large
10170,17,287.41,4,4885.97,2021-11-08,349,Shipped,Motorcycles,327.6,S902-8529,Customer_34,+16-978-3588,7231 Main Street,Madrid,10088,Italy,LastName_415,FirstName_1411,Small
10171,84,157.91,3,13264.44,2019-01-18,335,On Hold,Trucks and Buses,178.91,S780-3711,Customer_107,+51-740-6005,3837 Main Street,Rome,95915,Canada,LastName_1442,FirstName_195,Small
10172,28,243.64,2,6821.92,2024-08-28,115,Resolved,Ships,311.38,S108-6629,Customer_1674,+16-980-7919,2166 Main Street,Madrid,19283,Germany,LastName_785,FirstName_183,Large
10173,14,60.57,3,847.98,2021-05-10,70,In Process,Trains,86.33,S995-3181,Customer_1314,+87-246-2120,8692 Main Street,Tokyo,11110,Japan,LastName_1332,FirstName_337,Medium
10174,45,363.99,2,16379.55,2022-08-14,315,Disputed,Vintage Cars,525.6,S188-2646,Customer_287,+97-226-7291,5760 Main Street,Rome,51222,UK,LastName_508,FirstName_568,Large
10175,11,131.6,5,1447.6,2024-09-23,311,On Hold,Trains,194.31,S127-5942,Customer_421,+67-721-9348,3091 Main Street,Rome,48737,USA,LastName_1606,FirstName_1839,Small
10176,64,199.08,2,12741.12,2023-08-09,326,Resolved,Motorcycles,261.06,S112-6916,Customer_1913,+41-235-7337,9313 Main Street,Rome,57895,Netherlands,LastName_1399,FirstName_354,Medium
10177,99,45.77,5,4531.23,2018-10-04,7,On Hold,Classic Cars,51.08,S161-7520,Customer_1038,+37-743-9209,6807 Main Street,Rome,62727,Canada,LastName_1312,FirstName_1099,Large
10178,79,84.81,1,6699.99,2021-06-23,40,Resolved,Classic Cars,126.34,S259-9788,Customer_670,+51-700-2083,5082 Main Street,Rome,41278,USA,LastName_501,FirstName_177,Medium
10179,15,232.15,5,3482.25,2018-08-14,158,Disputed,Ships,316.47,S279-2956,Customer_26,+91-240-1185,2685 Main Street,Madrid,55443,Netherlands,LastName_1060,FirstName_1604,Large
10180,34,91.81,2,3121.54,2021-01-05,60,Shipped,Trucks and Buses,130.63,S378-9582,Customer_131,+34-829-2262,8129 Main Street,Madrid,76949,Australia,LastName_114,FirstName_1024,Large
10181,22,190.17,3,4183.74,2019-02-26,293,Disputed,Ships,217.96,S858-9336,Customer_6,+6-979-1201,4007 Main Street,New York,71835,Australia,LastName_785,FirstName_1885,Small
10182,23,466.27,1,10724.21,2024-03-14,365,Disputed,Ships,591.11,S429-5067,Customer_853,+93-427-5444,1277 Main Street,Tokyo,58864,Canada,LastName_1029,FirstName_1379,Small
10183,23,119.36,5,2745.28,2018-07-08,205,Shipped,Vintage Cars,172.64,S892-6090,Customer_671,+12-666-8483,131 Main Street,Sydney,36302,France,LastName_1155,FirstName_1607,Medium
10184,95,315.13,4,29937.35,2022-02-17,302,In Process,Trains,444.44,S850-9954,Customer_1558,+32-254-1104,6719 Main Street,New York,40539,Netherlands,LastName_710,FirstName_1303,Large
10185,2,475.99,1,951.98,2025-05-16,192,Disputed,Ships,582.14,S310-9680,Customer_488,+54-603-1981,2333 Main Street,Paris,22193,USA,LastName_1887,FirstName_475,Large
10186,53,353.41,3,18730.73,2023-02-21,43,Resolved,Motorcycles,460.2,S752-7461,Customer_154,+76-681-2020,7127 Main Street,London,41034,France,LastName_535,FirstName_1743,Medium
10187,51,353.36,3,18021.36,2021-07-26,231,On Hold,Classic Cars,399.25,S307-3230,Customer_1598,+99-698-2785,2547 Main Street,Toronto,31544,Spain,LastName_955,FirstName_644,Medium
10188,16,272.6,2,4361.6,2023-01-26,157,In Process,Trucks and Buses,392.81,S192-3582,Customer_1654,+88-411-1660,3523 Main Street,Sydney,29441,Canada,LastName_1457,FirstName_509,Medium
10189,51,261.6,3,13341.6,2020-12-01,89,Shipped,Vintage Cars,377.19,S669-5093,Customer_194,+60-204-3290,1990 Main Street,New York,18083,Germany,LastName_268,FirstName_406,Medium
10190,48,346.28,1,16621.44,2024-07-13,300,On Hold,Trains,391.29,S166-4239,Customer_1849,+83-554-3110,1507 Main Street,Sydney,26059,USA,LastName_1930,FirstName_945,Small
10191,22,462.82,4,10182.04,2022-06-06,254,Shipped,Vintage Cars,635.58,S276-6799,Customer_440,+24-381-5585,7308 Main Street,London,14541,Japan,LastName_1269,FirstName_1264,Small
10192,83,154.6,4,12831.8,2024-03-05,245,Shipped,Motorcycles,187.36,S240-7868,Customer_409,+83-916-9614,4083 Main Street,Amsterdam,12559,Italy,LastName_1602,FirstName_1461,Medium
10193,62,276.81,4,17162.22,2021-11-10,289,Resolved,Trucks and Buses,347.49,S284-1427,Customer_654,+77-324-1480,4603 Main Street,New York,71824,Netherlands,LastName_733,FirstName_1571,Large
10194,30,487.25,1,14617.5,2020-10-12,336,Cancelled,Trucks and Buses,639.99,S910-1916,Customer_1565,+29-689-7363,5814 Main Street,London,33081,Germany,LastName_1214,FirstName_652,Large
10195,90,185.8,5,16722.0,2018-04-26,360,Disputed,Trucks and Buses,274.8,S677-3328,Customer_1154,+25-956-9064,8883 Main Street,Paris,33010,Spain,LastName_78,FirstName_185,Small
10196,30,304.81,1,9144.3,2023-11-27,244,Shipped,Trucks and Buses,447.2,S306-3137,Customer_698,+92-281-6301,976 Main Street,New York,29360,Japan,LastName_1444,FirstName_1879,Small
10197,100,64.35,5,6435.0,2022-02-03,37,On Hold,Ships,95.03,S505-2655,Customer_690,+39-430-3235,2581 Main Street,Rome,93789,Spain,LastName_1330,FirstName_650,Small
10198,91,484.68,5,44105.88,2022-01-01,114,Disputed,Planes,691.05,S487-6026,Customer_1504,+89-401-3086,2912 Main Street,New York,85082,Italy,LastName_1743,FirstName_1579,Large
10199,5,99.22,3,496.1,2024-11-09,113,Disputed,Planes,113.27,S608-3304,Customer_679,+96-179-4899,5683 Main Street,Sydney,32005,Canada,LastName_1683,FirstName_1452,Large
10200,82,367.35,3,30122.7,2023-01-04,5,On Hold,Classic Cars,440.75,S169-6742,Customer_526,+14-837-1020,789 Main Street,Rome,67438,Italy,LastName_1985,FirstName_341,Medium
10201,64,442.07,3,28292.48,2024-02-15,192,Shipped,Trains,571.06,S984-4695,Customer_334,+58-175-1547,4832 Main Street,New York,51774,France,LastName_1950,FirstName_215,Small
10202,44,93.35,4,4107.4,2019-10-22,38,Resolved,Motorcycles,115.3,S728-8909,Customer_1443,+4-541-3703,9951 Main Street,Rome,30591,USA,LastName_208,FirstName_679,Small
10203,25,210.55,5,5263.75,2024-01-22,135,Disputed,Trucks and Buses,256.65,S198-1813,Customer_805,+74-662-9043,2517 Main Street,New York,57294,USA,LastName_876,FirstName_180,Medium
10204,85,316.29,4,26884.65,2020-03-28,49,Shipped,Classic Cars,369.53,S398-2342,Customer_970,+15-415-7512,7716 Main Street,Madrid,96643,France,LastName_187,FirstName_1315,Large
10205,50,100.59,4,5029.5,2022-02-22,95,In Process,Motorcycles,121.24,S576-5315,Customer_464,+35-677-2009,2477 Main Street,Toronto,21233,Australia,LastName_1656,FirstName_1109,Medium
10206,97,298.97,5,29000.09,2018-09-07,198,Resolved,Vintage Cars,444.34,S803-8779,Customer_1173,+31-587-5896,1294 Main Street,Rome,14551,Netherlands,LastName_1170,FirstName_1845,Large
10207,74,341.99,5,25307.26,2019-08-27,61,In Process,Classic Cars,506.02,S271-4471,Customer_1656,+25-229-1699,6937 Main Street,Toronto,99538,Italy,LastName_414,FirstName_1685,Large
10208,19,418.71,3,7955.49,2021-08-02,34,Shipped,Vintage Cars,553.76,S665-6343,Customer_1755,+36-632-8506,203 Main Street,Tokyo,87014,Netherlands,LastName_1601,FirstName_860,Small
10209,54,83.32,5,4499.28,2024-08-05,298,Shipped,Motorcycles,110.41,S203-5687,Customer_1777,+69-452-7732,4328 Main Street,Rome,95824,Spain,LastName_1172,FirstName_1248,Medium
10210,5,94.38,4,471.9,2019-08-13,316,Resolved,Ships,130.01,S139-7484,Customer_1822,+43-807-4892,808 Main Street,Madrid,45203,Australia,LastName_42,FirstName_692,Medium
10211,40,147.37,4,5894.8,2025-10-22,350,Shipped,Trains,175.54,S407-8259,Customer_1586,+42-375-7828,9912 Main Street,Toronto,34633,Spain,LastName_433,FirstName_1871,Medium
10212,95,247.39,5,23502.05,2022-03-12,28,Resolved,Trains,287.86,S418-9303,Customer_827,+18-899-9589,9318 Main Street,New York,32772,Germany,LastName_1793,FirstName_1706,Small
10213,8,132.25,4,1058.0,2018-07-27,184,Disputed,Classic Cars,159.97,S943-8605,Customer_1035,+51-750-3029,501 Main Street,Berlin,58819,Spain,LastName_1217,FirstName_914,Small
10214,61,297.57,3,18151.77,2021-11-11,83,On Hold,Ships,426.22,S192-5670,Customer_57,+50-150-3669,9376 Main Street,Berlin,39012,Germany,LastName_1388,FirstName_424,Medium
10215,84,210.66,1,17695.44,2025-08-26,4,In Process,Classic Cars,286.28,S715-1138,Customer_459,+33-722-6004,4512 Main Street,Rome,59345,Australia,LastName_941,FirstName_517,Small
10216,60,158.05,5,9483.0,2024-12-29,203,Resolved,Motorcycles,174.32,S778-7131,Customer_1150,+83-708-5631,4891 Main Street,Toronto,73142,Canada,LastName_689,FirstName_567,Large
10217,42,432.13,3,18149.46,2025-05-11,364,Disputed,Trucks and Buses,507.9,S629-4937,Customer_1843,+8-924-7620,5237 Main Street,London,13336,Spain,LastName_606,FirstName_532,Medium
10218,52,200.25,1,10413.0,2024-07-16,362,Resolved,Trains,235.49,S843-4643,Customer_1406,+69-753-8794,5874 Main Street,Amsterdam,49347,UK,LastName_1722,FirstName_1347,Large
10219,24,153.95,4,3694.8,2019-06-09,132,Disputed,Trains,203.77,S287-6499,Customer_1341,+12-327-6820,3660 Main Street,Paris,65112,Australia,LastName_762,FirstName_534,Large
10220,38,237.24,1,9015.12,2023-04-12,27,Disputed,Planes,316.03,S735-2166,Customer_968,+25-612-2963,6254 Main Street,Amsterdam,49106,Italy,LastName_111,FirstName_1784,Small
10221,18,496.25,3,8932.5,2022-08-04,291,In Process,Classic Cars,608.68,S832-3954,Customer_1596,+11-599-6449,2898 Main Street,Sydney,93165,USA,LastName_10,FirstName_926,Medium
10222,27,382.98,2,10340.46,2024-06-18,81,In Process,Trains,538.25,S190-3120,Customer_1259,+56-748-8035,6610 Main Street,Rome,72573,Italy,LastName_10,FirstName_78,Large
10223,26,368.02,1,9568.52,2021-08-12,271,Cancelled,Motorcycles,504.44,S741-5076,Customer_464,+89-998-6641,5114 Main Street,London,23462,Italy,LastName_1031,FirstName_1206,Medium
10224,22,41.99,1,923.78,2021-05-06,148,In Process,Ships,54.93,S636-6535,Customer_889,+88-237-6615,8032 Main Street,Sydney,34697,UK,LastName_1942,FirstName_1858,Medium
10225,3,121.92,2,365.76,2020-05-15,11,Resolved,Planes,142.35,S475-1612,Customer_769,+82-361-9761,797 Main Street,Tokyo,16286,Canada,LastName_1339,FirstName_1713,Small
10226,7,347.98,4,2435.86,2022-12-25,194,Shipped,Planes,417.96,S818-3508,Customer_421,+89-802-1152,4934 Main Street,Rome,96725,Canada,LastName_1357,FirstName_1066,Medium
10227,80,306.76,2,24540.8,2022-09-12,53,Resolved,Ships,413.23,S389-2867,Customer_1608,+14-609-4254,9978 Main Street,Berlin,44471,Netherlands,LastName_1993,FirstName_414,Medium
10228,91,210.78,2,19180.98,2018-06-11,280,In Process,Classic Cars,289.88,S592-6416,Customer_481,+1-113-2458,1810 Main Street,Tokyo,97690,Spain,LastName_306,FirstName_1945,Small
10229,100,260.74,1,26074.0,2020-11-14,329,Cancelled,Vintage Cars,389.93,S403-5327,Customer_951,+7-202-3862,647 Main Street,Paris,57214,Australia,LastName_873,FirstName_1513,Small
10230,13,427.11,1,5552.43,2018-02-09,70,Disputed,Ships,498.95,S466-8171,Customer_1957,+80-374-2522,6106 Main Street,Sydney,33969,Canada,LastName_821,FirstName_820,Medium
10231,35,419.5,4,14682.5,2022-09-24,332,Cancelled,Motorcycles,483.69,S843-1960,Customer_1931,+21-206-7816,9679 Main Street,Madrid,84572,Spain,LastName_372,FirstName_1252,Medium
10232,100,185.71,1,18571.0,2025-09-04,66,In Process,Vintage Cars,212.67,S521-8220,Customer_95,+9-367-6148,203 Main Street,Amsterdam,85582,Japan,LastName_459,FirstName_1958,Large
10233,44,264.36,5,11631.84,2019-01-26,221,Disputed,Ships,317.08,S454-7305,Customer_305,+72-727-1894,191 Main Street,London,76265,Spain,LastName_1745,FirstName_1016,Small
10234,10,378.2,3,3782.0,2020-09-13,169,On Hold,Motorcycles,492.71,S663-7203,Customer_826,+31-180-8521,7278 Main Street,Tokyo,68733,Canada,LastName_1755,FirstName_1021,Medium
10235,41,68.17,4,2794.97,2025-04-30,9,Shipped,Vintage Cars,86.23,S670-9996,Customer_1,+12-910-5990,8329 Main Street,Amsterdam,37112,Spain,LastName_1947,FirstName_699,Medium
10236,7,410.13,4,2870.91,2021-09-21,286,Resolved,Planes,528.76,S772-6952,Customer_1467,+58-216-2596,3634 Main Street,New York,54742,Australia,LastName_1700,FirstName_1298,Medium
10237,71,265.77,1,18869.67,2018-07-07,84,In Process,Classic Cars,379.72,S860-7704,Customer_220,+33-725-4209,3073 Main Street,Toronto,61497,Germany,LastName_937,FirstName_1689,Small
10238,92,175.59,4,16154.28,2018-07-10,324,Disputed,Planes,201.8,S561-8493,Customer_1349,+76-616-3205,8173 Main Street,New York,79515,USA,LastName_1134,FirstName_1916,Medium
10239,75,246.64,5,18498.0,2019-12-27,354,Resolved,Classic Cars,343.37,S231-2696,Customer_794,+85-714-6273,8260 Main Street,Rome,64875,Japan,LastName_1876,FirstName_1419,Small
10240,36,204.96,3,7378.56,2021-04-19,231,Cancelled,Classic Cars,259.29,S816-9393,Customer_613,+90-660-6143,9070 Main Street,Berlin,36330,Germany,LastName_1279,FirstName_1464,Medium
10241,88,179.19,2,15768.72,2025-12-19,332,Cancelled,Planes,235.99,S752-6281,Customer_1455,+15-879-6771,9213 Main Street,Madrid,86389,Japan,LastName_1931,FirstName_1367,Large
10242,54,340.38,5,18380.52,2021-03-17,216,Shipped,Planes,388.91,S490-3381,Customer_109,+86-157-4275,4375 Main Street,London,47567,France,LastName_300,FirstName_1720,Small
10243,89,394.34,2,35096.26,2024-01-26,16,On Hold,Trains,505.16,S730-4675,Customer_1521,+83-674-7371,3893 Main Street,Amsterdam,47701,USA,LastName_1898,FirstName_782,Medium
10244,54,478.78,3,25854.12,2024-03-11,27,Shipped,Ships,574.79,S735-8259,Customer_1700,+29-748-7025,9641 Main Street,Amsterdam,89087,Germany,LastName_1590,FirstName_1485,Small
10245,38,229.92,1,8736.96,2020-02-05,88,Disputed,Planes,263.89,S141-8020,Customer_572,+72-370-3131,2637 Main Street,Tokyo,43425,USA,LastName_677,FirstName_956,Large
10246,20,29.57,3,591.4,2024-09-10,26,Disputed,Planes,42.5,S408-9037,Customer_1618,+74-663-6866,1195 Main Street,Sydney,78864,Germany,LastName_1960,FirstName_377,Large
10247,9,395.27,2,3557.43,2022-08-31,278,Resolved,Vintage Cars,449.33,S326-4495,Customer_1359,+43-439-6911,4810 Main Street,Berlin,91039,Netherlands,LastName_973,FirstName_1150,Large
10248,2,66.21,3,132.42,2022-12-31,123,Disputed,Planes,97.16,S349-1653,Customer_1398,+42-490-2857,6323 Main Street,Paris,80809,France,LastName_51,FirstName_1867,Large
10249,99,193.73,5,19179.27,2022-12-31,249,Shipped,Trucks and Buses,282.71,S297-6248,Customer_1053,+11-198-3742,8815 Main Street,Amsterdam,10960,Canada,LastName_432,FirstName_1373,Large
10250,100,114.46,4,11446.0,2019-03-02,105,Resolved,Trains,158.08,S859-8130,Customer_1325,+10-864-3519,390 Main Street,Madrid,53478,USA,LastName_180,FirstName_151,Small
10251,23,399.17,5,9180.91,2018-10-16,294,Cancelled,Trucks and Buses,504.17,S561-7626,Customer_887,+41-117-7381,1939 Main Street,Amsterdam,10773,Japan,LastName_130,FirstName_1549,Large
10252,75,32.3,1,2422.5,2022-01-05,257,Shipped,Trucks and Buses,45.7,S408-2417,Customer_577,+98-548-7249,6474 Main Street,New York,72126,UK,LastName_1093,FirstName_451,Small
10253,96,201.59,5,19352.64,2021-04-23,324,Cancelled,Trucks and Buses,276.36,S914-7113,Customer_1961,+2-666-3316,2020 Main Street,New York,10659,Japan,LastName_1222,FirstName_808,Large
10254,71,474.02,3,33655.42,2020-05-10,176,Cancelled,Vintage Cars,693.14,S971-9397,Customer_292,+21-288-4617,4141 Main Street,Berlin,25023,UK,LastName_1375,FirstName_1638,Large
10255,7,427.18,5,2990.26,2023-03-05,330,Resolved,Motorcycles,519.56,S168-5107,Customer_202,+26-843-8982,5421 Main Street,Sydney,26805,Germany,LastName_205,FirstName_584,Large
10256,9,451.06,3,4059.54,2023-06-14,230,On Hold,Planes,615.14,S810-3496,Customer_1159,+73-473-6182,7018 Main Street,London,10633,Australia,LastName_505,FirstName_1610,Small
